0.000   0.180
35.00   0.123
70.50   0.110
105.0   0.090
146.6   0.070
175.1   0.060
210.1   0.040
245.1   0.035
280.2   0.035
315.2   0.030
350.1   0.025
385.2   0.015
420.2   0.015
